aare	ɑ ɹ ə
synechia	s ɪ n ɛ k i ə
synomone	s ɪ n ə m o ʊ n
syrphian	s ə ɹ f i ə n
systematize	s ɪ s t ə m ə t a ɪ z
systems	s ɪ s t ə m z
tableau	t æ b l o ʊ
tablet	t æ b l ə t
tabloid	t æ b l ɔ ɪ d
tache	t æ ʃ
tachycardia	t æ k ɪ k ɑ ɹ d i ə
taco	t ɑ k o ʊ
tad	t æ d
tail	t e ɪ l
tailbud	t e ɪ l b ʌ d
tailcoat	t e ɪ l k o ʊ t
tainted	t e ɪ n t ɪ d
taizhou	t a ɪ d͡ʒ o ʊ
takes	t e ɪ k s
talarozole	t ə l æ ɹ ə z o ʊ l
talents	t æ l ə n t s
tamarind	t æ m ə ɹ ɪ n d
tammy	t æ m i
tamp	t æ m p
tamworth	t æ m w ə ɹ θ
tankard	t æ ŋ k ɚ d
tantrum	t æ n t ɹ ə m
tape	t e ɪ̯ p
taproot	t æ p ɹ u t
tariff	t ɛ ɹ ɪ f
tarnation	t ɑ ɹ n e ɪ ʃ ə n
tases	t e ɪ z ɪ z
tasmania	t æ z m e ɪ n i ə
tass	t æ s
tasted	t e ɪ s t ɪ d
taupe	t o ʊ p
tayside	t e ɪ s a ɪ d
teardrop	t ɪ ə d ɽ ɔ p
teetotal	t i t o ʊ t ə l
teetotaling	t i t o ʊ t ə l ɪ ŋ
teflon	t ɛ f l ɔ n
teh	t ɛ
tejolote	t e ɪ h ə l o ʊ t e ɪ
telekong	t ə l ə k o ŋ
telekung	t ə l ə k u ŋ
teleophyte	t ɛ l i o ʊ f a ɪ t
telepathetic	t ɛ l ə p ə t h ɛ t ɪ k
telepathetically	t ɛ l ə p ə θ ɛ t ɪ k l i
telmisartan	t ɛ l m ɪ s ɑ ɹ t ə n
tempted	t ɛ m p t ɪ d
tenebrosity	t ɛ n ɪ b ɹ ɑ s ə d i
tenecteplase	t ə n ɛ k t ə p l e ɪ s
tenent	t ɛ n ɛ n t
tennessine	t ɛ n ə s i n
tense	t ɛ n s
tenuity	t ə n j u ɪ t i
tenure	t ɛ n j ɚ
terbinafine	t ɚ b ɪ n ə f i n
term	t ɝ m
termagant	t ɚ m ə ɡ ə n t
terminate	t ɝ m ɪ n e ɪ t
tess	t ɛ s
tetralogy	t ɛ t ɹ æ l ə d͡ʒ i
tetraoxanes	t ɛ t ɹ ə ɔ k s e ɪ n z
tetratheist	t ɛ t ɹ ə θ i ɪ s t
textspeak	t ɛ k s t s p i k
thad	θ æ d
thai	t a ɪ
thalia	θ ə l a ɪ ə
tham	t ʌ m
thanatology	θ æ n ə t ɑ l ə d͡ʒ i
thankful	θ æ ŋ k f ə l
thatcherite	θ æ t͡ʃ ə ɹ a ɪ t
thaumaturgy	θ ɔ m ə t ɜ ɹ d͡ʒ i
thebacon	θ i b ə k ɔ n
thematise	θ i m ə t a ɪ z
theme	θ i m
theocentric	θ i o ʊ s ɛ n t ɹ ɪ k
theosophic	θ i ə s ɑ f ɪ k
thereto	ð ɛ ɚ t u
thermologist	θ ə ɹ m ɔ l ə d͡ʒ ɪ s t
theseus	θ i s i ə s
thiamazole	θ a ɪ æ m ə z o ʊ l
thiazide	θ a ɪ ə z a ɪ d
thiol	θ a ɪ ɔ l
thiourea	θ a ɪ o ʊ j ʊ ɹ i ə
thirkill	θ ɜ ɹ k ɪ l
thought	θ ɔ t
thrace	θ ɹ e ɪ s
thralldom	θ ɹ ɔ l d ə m
threadbare	θ ɹ ɛ d b ɛ ɹ
threatened	θ ɹ ɛ t n̩ d
threatening	θ ɹ ɛ t n̩ ɪ ŋ
thrombospondin	θ ɹ ɑ m b o ʊ s p ɑ n d ɪ n
thrusts	θ ɹ ʌ s t s
thwack	θ w æ k
tiber	t a ɪ b ə ɹ
ticking	t ɪ k ɪ ŋ
tie	t a ɪ
tigris	t a ɪ ɡ ɹ ɪ s
tilly	t ɪ l i
timaru	t ɪ m ə ɹ u
timber	t ɪ m b ɚ
timbrel	t ɪ m b ɹ ə l
timorous	t ɪ m ə ɹ ə s
tinaja	t ɪ n ɑ h ə
tinct	t ɪ ŋ k t
tint	t ɪ n t
tiple	t i p l e ɪ
titan	t a ɪ t ə n
titer	t a ɪ t ɚ
tko	t i k e ɪ o ʊ
tlaloc	t l ə l o ʊ k
toadstool	t o ʊ d s t u ə l
todd	t ɑ d
tolazamide	t ə l æ z ə m a ɪ d
toloache	t ɔ l w æ t͡ʃ i
tolvaptan	t ɑ l v æ p t ə n
tongs	t ɔ ŋ z
tonicity	t ə n ɪ s ɪ t i
tooele	t u ɛ l ə
tooter	t u t ə r
toothpick	t u θ p ɪ k
toothy	t u θ i
topeka	t ə p i k ə
topology	t ə p ɑ l ə d͡ʒ i
toque	t o ʊ k
torah	t ɔ ɹ ɑ
torch	t ɔ ɹ t͡ʃ
torcher	t ɔ ɹ t͡ʃ ɚ
tornado	t ɔ ɹ n e ɪ d o ʊ
torrefaction	t ɔ ɹ ɪ f æ k ʃ ə n
tother	t ʌ ð ə ɹ
touchdown	t ʌ t͡ʃ d a ʊ n
tourmaline	t ʊ ə ɹ m ə l i n
tovarishch	t ɔ v ɑ ɹ ɪ ʃ t͡ʃ
toxicology	t ɔ k s ɪ k ɔ l ə d͡ʒ i
trachea	t ɹ e ɪ k i ə
trademark	t ɹ e ɪ d m ɑ ɹ k
tragic	t ɹ æ d͡ʒ ɪ k
traitor	t ɹ e ɪ t ɚ
transcendence	t ɹ æ n t s ɛ n d ə n s
transcendental	t ɹ æ n s ɛ n d ɛ n t ə l
transship	t ɹ æ n z ʃ ɪ p
transwell	t ɹ æ n z w ɛ l
tray	t ɹ e ɪ
tregear	t ɹ ə ɡ ɪ ə ɹ
tren	t ɹ ɛ n
trendy	t ɹ ɛ n d i
trepidation	t ɹ ɛ p ɪ d e ɪ ʃ ə n
triamterene	t ɹ a ɪ æ m t ə ɹ i n
triathlon	t ɹ a ɪ æ θ l ɔ n
trifecta	t ɹ a ɪ f ɛ k t ə
trig	t ɹ ɪ ɡ
trillion	t ɹ ɪ l j ə n
trinketry	t ɹ ɪ ŋ k ɪ t ɹ i
triptote	t ɹ ɪ p t o ʊ t
tripus	t ɹ a ɪ p ə s
trisector	t ɹ a ɪ s ɛ k t ɚ
tritone	t͡ʃ ɹ a ɪ t o ʊ n
triumvirate	t ɹ a ɪ ʌ m v ə ɹ ɪ t
triviality	t ɹ ɪ v i æ l ə t i
trochlea	t ɹ ɔ k l ɪ ə
trombonist	t ɹ ɑ m b o ʊ n ɪ s t
trowel	t ɹ a ʊ ə l
truculent	t ɹ ʌ k j ʊ l ə n t
truffle	t ɹ ʌ f l
trump	t ɹ ʌ m p
try	t ɹ a ɪ
tsipouro	t s ɪ p ʊ ɹ o ʊ
tteok	t ʌ k
tuatapere	t u ɑ t a p ə ɹ i
tugboat	t ʌ ɡ b o ʊ t
tumbrel	t ʌ m b ɹ ə l
tumpline	t ʌ m p l a ɪ n
tunes	t j ʉː n s
tunis	t u n ə s
turbid	t ɜ ɹ b ɪ d
turkestan	t ɜ ɹ k ɪ s t æ n
turkman	t ɜ ɹ k m ə n
turntable	t ɝ n t e ɪ b ə l
twain	t w e ɪ n
tweeter	t w i t ɚ
twins	t w ɪ n z
twite	t w a ɪ t
tying	t a ɪ ɪ ŋ
tympanic	t ɪ m p æ n ɪ k
typing	t a ɪ p ɪ ŋ
tyrannic	t ɪ ɹ æ n ɪ k
tyres	t a ɪ ə ɹ z
ubiquitous	j u b ɪ k w ɪ t ə s
uefa	j u e ɪ f ə
uggo	ʌ ɡ o ʊ
ugli	ʌ ɡ l i
ulp	ʌ l p
ultramarine	ʌ l t ɹ ə m ə ɹ i n
umber	ʌ m b ɚ
umgang	ʌ m ɡ a ŋ
umich	j u m ɪ ʃ
unbeknownst	ʌ n b ɪ n o ʊ n s t
unbend	ʌ n b ɛ n d
uncaged	ʌ n k e ɪ d͡ʒ d
unconditional	ʌ n k ə n d ɪ ʃ ə n ə l
unconstancy	ʌ n k ɔ n s t ə n s i
undemonstrative	ʌ n d ə m ɔ n s t ɹ ə t ɪ v
underarm	ʌ n d ɚ ɑ ɹ m
underreactor	ʌ n d ə ɹ ɹ i æ k t ɚ
underwrite	ʌ n d ə ɹ a ɪ t
undone	ʌ n d ʌ n
unenabled	ʌ n ə n e ɪ b ə l d
unesco	j u n ɛ s k o ʊ
unexpectedly	ʌ n ɪ k s p ɛ k t ɪ d l i
unfortunate	ʌ n f ɔ ɹ t͡ʃ ə n ɪ t
unfriendly	ʌ n f ɹ ɛ n d l i
unfurl	ʌ n f ɝ l
ungainly	ʌ n ɡ e ɪ n l i
ungrab	ʌ n ɡ ɹ æ b
unhinge	ʌ n h ɪ n d͡ʒ
uniformize	j u n ɪ f ɔ ɹ m a ɪ z
uninformed	ʌ n ɪ n f ɔ ɹ m d
university	j u n ɪ v ɝ s ə t i
unknot	ʌ n n ɔ t
unpinked	ʌ n p ɪ ŋ k t
unpretentious	ʌ n p ɹ ə t ɛ n ʃ ə s
unredressable	ʌ n ɹ ɪ d ɹ ɛ s ə b ə l
unvitiated	ʌ n v ɪ ʃ i e ɪ t ɪ d
upcycling	ʌ p s a ɪ k l ɪ ŋ
uphold	ʌ p h o l d
uptalking	ə p t ɔ k ɪ ŋ
urethra	j ʊ ɹ i θ ɹ ə
usabilities	j u z ə b ɪ l ɪ t i z
usable	j u z ə b ə l
usie	ʌ s i
using	j u z ɪ ŋ
uterus	j u t ə ɹ ə s
uxoricide	ʌ k s ɔ ɹ ɪ s a ɪ d
vali	v ɑ l ɪ
valiant	v æ l j ə n t
validate	v æ l ə d e ɪ t
validation	v æ l ə d e ɪ ʃ ə n
valleys	v æ l i z
values	v æ l j u z
vancomycin	v æ ŋ k ə m a ɪ s ɪ n
vandal	v æ n d ə l
vanes	v e ɪ n z
vanish	v æ n ɪ ʃ
vat	v æ t
vaticination	v ə t ɪ s ɪ n e ɪ ʃ ə n
veep	v i p
vega	v e ɪ ɡ ə
vegeburger	v ɛ d͡ʒ i b ɜ ɹ ɡ ə ɹ
vegetal	v ɛ d͡ʒ ɪ̈ t l̩
venda	v ɛ n d ə
venomous	v ɛ n ə m ə s
verdure	v ɜ d͡ʒ ɚ
veridical	v ə ɹ ɪ d ɪ k ə l
vertigo	v ɝ t ɪ ɡ o ʊ
vetter	v ɛ t ɚ
veurne	v ɜ ɹ n ə
vibrissa	v ɪ b ɹ ɪ s ə
vicegerency	v a ɪ s d͡ʒ ɪ ə ɹ ə n t s i
viceroy	v a ɪ s ɹ ɔ ɪ
victories	v ɪ k t ə ɹ i z
victuals	v ɪ t l̩ z
vig	v ɪ ɡ
vigil	v ɪ d͡ʒ ə l
vigneron	v i n j ə ɹ ɔ̃
vignette	v ɪ n j ɛ t
vila	v i l ə
villa	v ɪ l ə
villages	v ɪ l ɪ d͡ʒ ɪ z
vindication	v ɪ n d ɪ k e ɪ ʃ ə n
vinetree	v a ɪ n t ɹ i
violoncello	v a ɪ ə l ə n t͡ʃ ɛ l o ʊ
virginia	v ɚ d͡ʒ ɪ n j ə
virginian	v ɚ d͡ʒ ɪ n j ə n
virology	v ʌ ɪ ɹ ɔ l ə d͡ʒ i
virtuous	v ɝ t͡ʃ u ə s
vishnu	v ɪ ʃ n u
vivid	v ɪ v ɪ d
vivifying	v ɪ v ɪ f ʌ ɪ ŋ
vocal	v o ʊ k ə l
vogt	v o ʊ ɡ t
vogue	v o ʊ ɡ
volley	v ɔ l i
voltaic	v ɔ l t e ɪ ɪ k
volumes	v ɑ l j u m z
voluntary	v ɑ l ə n t ɛ ɹ i
vorozole	v ɔ ɹ ə z o ʊ l
vulpine	v ʌ l p a ɪ n
wabash	w ɑ b æ ʃ
wack	w æ k
wagon	w æ ɡ ə n
waistband	w e ɪ s t b æ n d
wallaby	w ɑ l ə b i
wanton	w ɑ n t ə n
war	w ɔ ɹ
warning	w ɔ ɹ n ɪ ŋ
wasp	w ɑ s p
watercress	w ɔ t ə ɹ k ɹ ɛ s
wattle	w ɔ t ə l
waving	w e ɪ v ɪ ŋ
waxy	w æ k s i
weaken	w i k ə n
weaponize	w ɛ p ə n a ɪ z
wee	w i
weel	w i l
weely	w i l i
weevil	w i v ɪ l
wellington	w ɛ l ɪ ŋ t ə n
welly	w ɛ l i
weltanschauung	v ɛ l t ɑ n ʃ a ʊ ʊ ŋ
welwyn	w ɛ l ɪ n
wesleyanism	w ɛ z l ɪ ə n ɪ z ə m
westside	w ɛ s t s a ɪ d
whaling	w e ɪ l ɪ ŋ
whallah	w ɑ l ɑ
whammo	w æ m o ʊ
wharfage	w ɔ ɹ f ɪ d͡ʒ
wheelchair	w i l t͡ʃ ɛ ɹ
whiffle	w ɪ f l̩
wholly	h o ʊ l i
whoo	w u
whooshy	w u ʃ i
whyja	w a ɪ d͡ʒ ə
wicky	w ɪ k i
wilde	w a ɪ l d
willing	w ɪ l ɪ ŋ
wilton	w ɪ l t ə n
windage	w ɪ n d ɪ d͡ʒ
windowsill	w ɪ n d o ʊ s ɪ l
winemaker	w a ɪ n m e ɪ k ɚ
winner	w ɪ n ɚ
wiper	w a ɪ p ɚ
wiry	w a ɪ ə ɹ i
wispy	w ɪ s p i
wistful	w ɪ s t f ə l
withers	w ɪ ð ɚ z
witherward	w ɪ ð ə ɹ w ə ɹ d
wlan	d ʌ b ə l j u l æ n
woken	w o ʊ k ə n
woman	w ʊ m ə n
womanhood	w ʊ m ə n h ʊ d
wonder	w ʌ n d ɚ
woodchuck	w ʊ d t͡ʃ ʌ k
woolfian	w ʊ l f i ə n
working	w ɝ k ɪ ŋ
woundable	w u n d ə b ə l
wounds	w u n d z
wrath	ɹ æ θ
wrawl	ɹ ɔ l
wreck	ɹ ɛ k
wrength	ɹ ɛ ŋ θ
wrexham	ɹ ɛ k s ə m
wrinkle	ɹ ɪ ŋ k l̩
wrizzled	ɹ ɪ z ə l d
wronged	ɹ ɔ ŋ d
wushu	w u ʃ u
wuss	w ʊ s
wuvz	w ʌ v z
xining	ʃ i n ɪ ŋ
xizang	ʃ i z ɑ ŋ
yahweh	j ɑ w e ɪ
yak	j æ k
yank	j æ ŋ k
yare	j ɛ ɹ
yearningly	j ɝ n ɪ ŋ l i
yeovil	j o ʊ v ɪ l
yerevanian	j e ɹ ə v ɑ n i ə n
yerk	j ɜ ɹ k
yes	j ɛ s
yesses	j ɛ s ɪ z
yeung	j ʌ ŋ
yiwu	j i w u
yoicks	j ɔ ɪ k s
yonic	j o ʊ n ɪ k
zachary	z æ k ə ɹ i
zambuck	z æ m b ʌ k
zed	z ɛ d
zelensky	z ɪ l ɛ n s k i
zerbert	z ɜ ɹ b ə ɹ t
zerk	z ɝ k
zetetic	z ə t ɛ t ɪ k
zillionths	z ɪ l j ə n θ s
zine	z i n
zinefan	z i n f æ n
zipper	z ɪ p ɚ
ziti	z i t i
zoologist	z o ʊ ɑ l ə d͡ʒ ɪ s t
zowie	z a ʊ ɪ
zythology	z a ɪ θ ɔ l ə d͡ʒ i
